customer_id,monthly_spend,sessions_last_30d,avg_session_minutes,support_tickets,account_age_days,region,device_type,plan_tier,signup_channel,is_premium,churned
100858,50.52,11,17.48,2,1522,midwest,web,basic,organic,0,0
100859,90.62,10,11.11,1,1467,south,ios,pro,organic,1,0
100860,130.59,8,25.51,3,860,west,web,basic,sales,0,0
100861,128.73,11,13.88,1,117,midwest,ios,basic,organic,0,0
100862,437.22,9,15.18,0,1738,west,android,basic,,0,0
100863,107.98,13,16.76,2,832,south,ios,pro,organic,1,0
100864,103.16,13,15.73,1,1150,west,android,basic,paid,0,0
100865,68.56,16,21.63,0,66,northeast,ios,basic,sales,0,0
100866,110.17,11,11.05,0,1602,midwest,ios,pro,organic,1,0
100867,155.05,17,17.92,1,1602,northeast,ios,basic,paid,0,0
100868,104.98,13,14.82,1,1672,midwest,ios,pro,paid,1,0
100869,108.39,8,18.91,0,337,midwest,android,basic,organic,0,0
100870,112.2,14,12.93,0,1522,northeast,android,pro,partner,1,0
100871,35.4,14,12.25,0,1136,south,ios,basic,partner,0,0
100872,104.57,6,17.66,2,288,south,web,business,partner,1,0
100873,51.4,9,15.79,1,1039,south,android,business,organic,1,0
100874,66.76,11,9.9,1,873,west,ios,basic,organic,0,0
100875,165.83,12,20.73,1,1137,south,android,pro,organic,1,0
100876,78.88,16,17.66,2,178,midwest,android,pro,organic,1,0
100877,61.35,12,13.63,1,1027,south,android,basic,organic,0,0
100878,129.49,14,11.66,3,1229,northeast,web,pro,paid,1,0
100879,53.88,9,15.82,1,1296,northeast,android,business,organic,1,0
100880,71.89,11,17.3,4,1391,south,web,basic,organic,0,0
100881,132.97,12,6.03,1,1138,south,android,business,organic,1,0
100882,89.54,10,15.88,1,1271,west,web,basic,,0,0
100883,31.78,10,17.26,0,189,west,android,business,paid,1,0
100884,107.58,17,2.24,1,1442,northeast,android,business,paid,1,0
100885,73.73,16,14.98,1,679,south,android,basic,organic,0,0
100886,143.43,8,17.47,2,999,west,android,basic,organic,0,0
100887,66.18,15,16.9,3,997,south,ios,pro,organic,1,0
100888,125.84,13,18.01,2,1757,midwest,ios,business,paid,1,0
100889,151.93,10,12.36,1,605,northeast,ios,basic,organic,0,0
100890,57.37,9,8.8,1,710,northeast,ios,basic,organic,0,0
100891,81.04,7,5.0,1,1375,midwest,web,pro,organic,1,0
100892,101.99,13,19.46,1,1152,midwest,android,basic,organic,0,0
100893,342.84000000000003,15,17.52,1,592,south,ios,pro,organic,1,0
100894,97.73,13,19.84,3,639,midwest,android,pro,paid,1,0
100895,79.9,11,10.37,0,1496,northeast,ios,business,organic,1,0
100896,79.18,12,18.02,1,1509,midwest,web,basic,organic,0,0
100897,89.76,9,6.49,1,289,midwest,web,business,organic,1,0
100898,90.57,7,9.65,0,737,midwest,ios,pro,organic,1,0
100899,93.9,15,14.63,1,1391,south,android,business,paid,1,0
100900,66.44,17,17.32,0,239,south,web,basic,partner,0,0
100901,68.01,13,22.4,0,354,northeast,android,pro,paid,1,0
100902,83.73,13,12.8,5,310,northeast,web,pro,paid,1,0
100903,86.39,13,9.67,0,964,south,android,pro,sales,1,0
100904,72.2,11,9.41,1,828,midwest,ios,basic,sales,0,0
100905,99.66,9,10.56,1,597,midwest,android,basic,sales,0,0
100906,22.67,12,25.11,0,270,northeast,ios,basic,partner,0,0
100907,61.7,13,17.78,1,1158,midwest,web,basic,partner,0,0
100908,77.92,14,19.56,0,1458,northeast,android,pro,sales,1,0
100909,57.18,13,,0,406,northeast,ios,business,organic,1,0
100910,146.65,13,13.99,1,1209,south,android,pro,partner,1,0
100911,88.68,13,17.5,0,1437,,android,basic,organic,0,0
100912,94.36,9,11.47,0,1016,northeast,web,basic,sales,0,0
100913,70.6,6,12.54,1,1045,south,android,basic,sales,0,0
100914,87.43,9,10.63,0,325,south,android,basic,sales,0,0
100915,44.25,16,11.76,2,1724,west,ios,pro,,1,0
100916,81.89,13,14.24,0,1723,west,web,basic,paid,0,0
100917,54.27,11,9.89,0,1289,west,android,basic,paid,0,0
100918,78.01,14,15.43,1,1627,northeast,ios,pro,organic,1,0
100919,30.0,11,15.42,3,1105,south,android,basic,organic,0,0
100920,47.39,8,13.1,3,1200,south,android,basic,organic,0,0
100921,140.7,11,9.86,4,1497,midwest,android,basic,organic,0,0
100922,117.89,12,14.52,1,97,northeast,ios,basic,organic,0,0
100923,135.49,7,11.48,2,418,west,android,pro,paid,1,0
100924,137.96,16,14.23,0,390,south,web,basic,paid,0,0
100925,112.23,7,,2,1149,midwest,ios,pro,organic,1,0
100926,71.7,20,7.74,2,459,northeast,ios,basic,paid,0,0
100927,50.66,17,24.87,0,721,south,web,basic,organic,0,0
100928,129.28,12,13.64,1,903,west,android,pro,paid,1,0
100929,541.92,16,16.06,0,1346,west,android,basic,sales,0,0
100930,177.78,9,10.24,2,945,west,web,basic,partner,0,0
100931,74.86,12,19.71,1,73,west,ios,basic,organic,0,0
100932,159.02,12,13.37,0,1245,midwest,web,basic,organic,0,0
100933,82.36,7,12.03,0,787,west,android,basic,organic,0,0
100934,136.1,9,11.12,0,230,west,ios,business,partner,1,0
100935,149.08,8,12.66,1,1183,west,web,basic,paid,0,0
100936,51.17,12,16.09,1,508,south,android,basic,sales,0,0
100937,70.54,8,14.86,0,845,west,ios,basic,paid,0,0
100938,50.81,11,13.8,0,1742,midwest,web,basic,organic,0,0
100939,43.72,18,10.44,2,451,northeast,web,pro,paid,1,0
100940,112.01,16,10.15,0,1596,west,web,pro,paid,1,0
100941,80.92,13,11.7,2,851,south,ios,business,organic,1,0
100942,89.89,14,16.3,0,1680,northeast,ios,basic,sales,0,0
100943,108.02,20,17.31,0,1534,south,android,basic,organic,0,0
100944,21.13,15,17.99,0,1503,west,web,pro,organic,1,0
100945,134.32,12,13.99,2,396,west,ios,basic,organic,0,0
100946,75.43,10,15.92,1,1429,northeast,android,basic,partner,0,0
100947,107.17,12,13.16,1,679,northeast,ios,basic,paid,0,0
100948,110.35,22,5.29,1,1640,midwest,android,basic,organic,0,0
100949,137.35,10,12.92,0,1782,south,android,pro,paid,1,0
100950,84.23,12,12.12,0,1112,northeast,ios,business,paid,1,0
100951,11.55,10,8.8,3,1645,northeast,android,pro,sales,1,0
100952,90.06,12,11.16,1,973,midwest,android,basic,paid,0,0
100953,95.23,13,14.68,3,90,west,android,pro,paid,1,0
100954,50.77,15,8.33,2,1576,west,web,pro,organic,1,0
100955,93.31,13,10.45,1,968,midwest,ios,pro,paid,1,0
100956,75.0,3,21.74,2,107,south,ios,basic,organic,0,0
100957,39.66,12,5.99,1,145,west,android,business,organic,1,0
100958,112.17,6,13.08,1,1310,west,android,basic,organic,0,0
100959,67.71,10,8.17,1,1665,west,ios,pro,partner,1,0
100960,73.37,11,10.24,1,1264,northeast,web,pro,paid,1,0
100961,71.35,14,13.01,0,811,northeast,ios,business,organic,1,0
100962,132.48,10,9.06,1,573,northeast,ios,business,sales,1,0
100963,86.53,6,16.87,0,770,northeast,web,basic,organic,0,0
100964,90.85,11,20.76,1,601,northeast,web,pro,paid,1,0
100965,72.14,11,18.21,0,513,west,android,basic,organic,0,0
100966,104.66,13,19.12,2,257,midwest,ios,pro,sales,1,0
100967,136.58,14,7.1,0,1036,northeast,android,basic,sales,0,0
100968,111.32,12,12.78,0,416,south,ios,basic,organic,0,0
100969,112.73,9,16.34,0,286,west,android,business,paid,1,0
100970,109.82,13,18.36,2,518,northeast,android,pro,paid,1,0
100971,38.31,13,,0,1444,west,android,basic,,0,0
100972,56.46,10,19.35,1,1044,northeast,android,basic,partner,0,0
100973,80.62,6,18.48,1,899,south,android,basic,paid,0,0
100974,61.87,17,27.17,0,1077,midwest,ios,basic,organic,0,0
100975,49.68,12,14.48,1,1032,northeast,ios,basic,organic,0,0
100976,20.6,12,12.55,0,910,south,web,business,partner,1,0
100977,39.52,16,14.89,1,1518,south,ios,basic,sales,0,0
100978,78.77,14,9.42,0,1322,south,ios,basic,partner,0,0
100979,85.5,13,14.34,2,357,midwest,ios,pro,sales,1,0
100980,59.45,10,5.37,1,1476,midwest,android,basic,partner,0,0
100981,90.84,14,11.35,3,340,midwest,android,basic,organic,0,0
100982,72.38,11,13.42,2,168,midwest,android,basic,organic,0,0
100983,127.26,11,18.75,1,774,west,android,basic,organic,0,0
100984,82.18,7,19.56,4,725,west,android,basic,,0,0
100985,113.07,16,9.18,5,1421,midwest,ios,pro,paid,1,0
100986,95.32,11,24.38,0,1260,south,web,basic,paid,0,0
100987,37.53,12,14.74,1,133,midwest,web,pro,organic,1,0
100988,84.74,17,15.2,0,912,midwest,android,business,sales,1,0
100989,43.52,13,5.91,1,1437,northeast,android,pro,organic,1,0
100990,84.11,13,10.9,1,1327,northeast,android,business,sales,1,0
100991,61.18,11,19.25,0,916,northeast,ios,business,paid,1,0
100992,101.75,13,14.85,0,1119,midwest,ios,pro,organic,1,0
100993,39.68,12,14.54,1,1024,south,web,basic,paid,0,0
100994,88.53,15,15.14,1,439,midwest,ios,basic,organic,0,0
100995,108.61,8,6.78,1,1028,south,ios,pro,organic,1,0
100996,120.67,10,13.52,2,1224,northeast,android,pro,partner,1,0
100997,60.49,9,21.04,1,129,,android,pro,paid,1,0
100998,88.64,9,19.43,0,1260,northeast,android,pro,sales,1,0
100999,94.63,19,13.37,4,472,south,ios,pro,paid,1,0
101000,143.7,17,21.82,1,43,west,android,pro,paid,1,0
101001,34.67,16,7.7,0,1366,midwest,ios,pro,,1,0
101002,55.2,11,9.14,0,720,,web,basic,organic,0,0
101003,188.96,14,23.32,1,759,west,ios,basic,organic,0,0
101004,78.17,11,16.89,0,1135,midwest,ios,basic,sales,0,0
101005,19.92,14,12.56,1,1022,midwest,android,basic,partner,0,0
101006,67.03,17,13.72,1,1128,northeast,ios,basic,organic,0,0
101007,5.0,8,9.97,2,1702,midwest,android,basic,organic,0,0
101008,96.67,23,15.38,0,1182,northeast,ios,business,organic,1,0
101009,117.15,9,14.99,2,111,south,android,basic,organic,0,0
101010,55.18,16,14.1,1,423,west,ios,pro,sales,1,0
101011,71.05,12,8.2,0,825,west,android,basic,paid,0,0
101012,121.25,10,15.32,1,866,south,ios,pro,paid,1,0
101013,24.99,8,11.35,2,669,west,ios,basic,paid,0,0
101014,40.42,15,9.07,0,356,midwest,ios,pro,partner,1,0
101015,79.79,11,20.33,3,218,midwest,web,pro,organic,1,0
101016,60.92,13,24.85,2,286,northeast,android,basic,partner,0,0
101017,77.42,9,23.71,3,1712,south,ios,pro,paid,1,0
101018,42.5,8,17.25,1,730,west,ios,pro,partner,1,0
101019,95.72,14,12.67,1,1731,midwest,ios,pro,,1,0
101020,82.63,8,13.65,0,622,west,ios,basic,sales,0,0
101021,107.77,10,16.03,1,581,south,android,business,organic,1,0
101022,95.21,9,11.9,1,896,midwest,android,basic,organic,0,0
101023,95.44,12,20.59,1,1705,northeast,web,basic,organic,0,0
101024,35.93,9,3.82,1,1026,northeast,android,basic,organic,0,0
101025,105.73,16,12.52,1,92,west,ios,basic,paid,0,0
101026,76.09,14,18.01,0,510,northeast,ios,basic,organic,0,0
101027,82.0,7,9.77,1,1766,south,ios,pro,organic,1,0
101028,125.74,11,12.8,0,303,south,ios,pro,paid,1,0
101029,62.1,8,16.97,1,1509,midwest,android,business,paid,1,0
101030,136.64,17,21.59,1,1673,northeast,ios,basic,sales,0,0
101031,140.0,15,7.53,4,409,west,ios,pro,organic,1,0
101032,115.1,14,7.16,3,1019,northeast,ios,basic,organic,0,0
101033,52.7,9,9.27,0,1091,west,android,basic,partner,0,0
101034,9.29,7,6.31,1,1435,west,ios,basic,paid,0,0
101035,126.84,13,6.67,1,1442,northeast,web,pro,organic,1,0
101036,92.01,9,9.14,1,136,west,android,pro,paid,1,0
101037,61.17,14,20.17,0,595,midwest,ios,basic,partner,0,0
101038,130.25,19,12.44,0,1693,,android,basic,partner,0,0
101039,56.98,16,14.16,4,656,midwest,android,basic,organic,0,0
101040,72.73,16,9.22,3,465,northeast,android,basic,paid,0,0
101041,106.9,13,17.17,0,1143,northeast,android,pro,sales,1,0
101042,47.91,14,23.38,1,375,midwest,ios,basic,organic,0,0
101043,84.06,7,9.56,0,290,south,ios,pro,organic,1,0
101044,127.21,10,22.62,2,1442,northeast,ios,business,organic,1,0
101045,95.6,8,15.82,0,239,northeast,android,basic,organic,0,0
101046,132.91,14,14.08,1,1607,west,android,business,organic,1,0
101047,128.81,10,16.0,0,472,south,android,pro,organic,1,0
101048,88.28,11,15.95,3,219,south,web,basic,sales,0,0
101049,5.0,10,23.29,1,1342,midwest,android,pro,partner,1,0
101050,48.19,12,16.6,2,342,south,web,basic,partner,0,0
101051,115.48,9,16.71,0,678,west,android,pro,sales,1,0
101052,32.19,12,11.89,0,651,west,android,pro,organic,1,0
101053,76.24,14,18.2,0,928,west,android,business,organic,1,0
101054,100.19,14,9.22,0,867,northeast,ios,pro,partner,1,0
101055,140.9,11,14.55,0,375,midwest,ios,pro,partner,1,0
101056,67.3,15,28.42,1,445,midwest,android,basic,organic,0,0
101057,64.83,11,1.48,4,373,midwest,ios,business,paid,1,0
101058,86.11,9,15.17,0,128,midwest,ios,pro,paid,1,0
101059,100.63,9,15.36,1,1181,northeast,android,pro,paid,1,0
101060,82.45,15,12.86,0,863,west,android,business,partner,1,0
101061,125.77,11,12.98,0,221,midwest,ios,basic,organic,0,0
101062,59.23,16,14.46,1,616,northeast,ios,basic,paid,0,0
101063,92.33,14,12.74,1,1212,midwest,web,pro,paid,1,0
101064,104.03,15,15.11,1,534,west,web,business,paid,1,0
101065,73.59,11,11.56,2,739,northeast,android,pro,paid,1,0
101066,118.23,10,24.11,1,1346,south,ios,basic,paid,0,0
101067,93.36,11,12.74,2,1218,midwest,android,basic,partner,0,0
101068,116.4,11,16.85,0,1270,south,ios,basic,organic,0,0
101069,94.99,18,10.65,0,705,south,android,basic,sales,0,0
101070,101.55,13,18.67,0,886,south,android,business,sales,1,0
101071,65.23,7,17.67,0,1527,midwest,android,pro,paid,1,0
101072,65.29,9,16.1,0,1573,northeast,android,basic,sales,0,0
101073,132.08,12,8.86,4,128,south,web,basic,sales,0,0
101074,110.88,8,10.24,0,1513,south,android,business,paid,1,0
101075,51.17,12,22.43,1,1611,northeast,android,pro,sales,1,0
101076,94.51,12,10.18,3,1698,northeast,android,basic,organic,0,0
101077,5.0,7,,1,505,south,android,basic,partner,0,0
101078,67.34,13,9.28,0,917,west,web,basic,organic,0,0
101079,122.6,23,19.04,0,105,midwest,android,basic,organic,0,0
101080,83.49,13,10.57,0,224,south,web,pro,sales,1,0
101081,92.24,11,9.18,1,1025,midwest,android,basic,paid,0,0
101082,5.0,11,10.44,0,394,south,ios,basic,organic,0,0
101083,73.88,22,11.23,2,427,south,ios,basic,organic,0,0
101084,100.18,18,16.02,1,555,south,ios,basic,sales,0,0
101085,104.75,14,14.35,1,842,midwest,web,pro,partner,1,0
101086,122.64,12,8.52,1,300,northeast,ios,pro,organic,1,0
101087,80.43,11,13.86,1,1450,south,ios,basic,organic,0,0
101088,82.04,8,8.28,1,1212,west,ios,basic,partner,0,0
101089,40.04,14,17.22,0,1431,south,android,pro,paid,1,0
101090,80.64,10,18.13,2,1669,midwest,web,business,,1,0
101091,42.58,13,13.88,0,1092,south,web,basic,sales,0,0
101092,21.48,14,15.36,2,670,midwest,ios,basic,paid,0,0
101093,48.93,10,22.76,0,1760,south,android,business,organic,1,0
101094,142.31,9,13.21,1,1031,midwest,ios,basic,paid,0,0
101095,78.26,16,9.28,0,850,midwest,web,business,organic,1,0
101096,95.92,10,16.9,1,766,midwest,ios,pro,organic,1,0
101097,69.51,10,8.34,2,99,midwest,web,basic,organic,0,0
101098,23.54,8,12.95,3,1721,northeast,web,basic,organic,0,0
101099,121.7,12,11.01,0,1480,northeast,android,business,paid,1,0
101100,9.8,8,10.49,0,1268,midwest,android,basic,partner,0,0
101101,68.03,7,12.75,1,421,midwest,ios,basic,paid,0,0
101102,86.03,9,18.5,0,1672,south,ios,basic,paid,0,0
101103,96.3,10,19.53,1,341,midwest,android,pro,organic,1,0
101104,61.85,13,18.63,3,457,west,ios,pro,paid,1,0
101105,21.83,12,15.68,2,153,midwest,android,pro,paid,1,0
101106,59.16,12,12.71,2,540,south,android,basic,,0,0
101107,61.04,14,2.21,0,610,northeast,web,pro,paid,1,0
101108,60.17,13,15.84,1,1436,midwest,web,pro,paid,1,0
101109,122.92,7,2.6,2,607,northeast,ios,basic,sales,0,0
101110,44.31,5,4.38,2,1721,northeast,ios,pro,organic,1,0
101111,98.84,5,13.19,4,565,northeast,android,pro,organic,1,0
101112,562.2,8,15.32,1,958,south,ios,basic,paid,0,0
101113,122.58,10,11.74,0,1079,northeast,android,business,partner,1,0
101114,83.21,13,21.68,1,1497,south,android,basic,paid,0,0
101115,116.48,14,16.31,2,1360,northeast,android,basic,paid,0,0
101116,81.8,25,,2,1565,midwest,android,basic,organic,0,0
101117,103.64,16,20.93,2,1689,south,web,basic,paid,0,0
101118,33.89,9,21.83,1,237,south,android,basic,sales,0,0
101119,5.0,13,16.56,2,196,midwest,web,basic,partner,0,0
101120,101.59,6,10.12,1,824,west,web,pro,organic,1,0
101121,103.52,10,11.25,3,296,midwest,android,pro,organic,1,0
101122,105.12,15,6.77,0,903,west,ios,basic,organic,0,0
101123,69.1,9,13.79,0,1074,midwest,web,pro,organic,1,0
101124,141.63,19,8.75,0,519,midwest,ios,pro,organic,1,0
101125,71.44,10,12.35,1,203,west,android,basic,organic,0,0
101126,103.15,11,15.3,2,1737,south,android,business,partner,1,0
101127,109.41,12,4.08,0,686,midwest,ios,basic,paid,0,0
101128,149.87,10,7.68,1,1515,midwest,ios,basic,organic,0,0
101129,76.59,13,11.47,1,1135,west,ios,basic,organic,0,0
101130,64.49,15,13.74,1,1202,west,web,basic,sales,0,0
101131,34.07,9,11.53,0,1411,midwest,android,basic,partner,0,0
101132,143.89,13,12.65,1,499,northeast,web,basic,sales,0,0
101133,103.17,8,10.47,0,415,west,web,pro,paid,1,0
101134,104.31,11,6.75,1,1794,west,android,business,organic,1,0
101135,200.2,15,11.33,0,1212,south,android,pro,sales,1,0
101136,99.7,12,12.93,0,547,,android,pro,paid,1,0
101137,41.12,18,12.45,0,1173,west,ios,pro,sales,1,0
101138,80.95,17,14.56,1,726,midwest,web,pro,sales,1,0
101139,317.46,13,16.09,2,1551,south,web,basic,paid,0,0
101140,73.75,13,17.41,1,929,west,ios,basic,organic,0,0
101141,73.51,9,10.83,0,585,west,web,basic,organic,0,0
101142,66.87,13,6.12,0,1251,northeast,ios,basic,organic,0,0
101143,37.84,11,20.36,1,1357,northeast,web,pro,paid,1,0
101144,145.33,11,15.93,2,689,south,android,basic,paid,0,0
101145,98.76,14,9.23,1,1361,,ios,basic,organic,0,0
101146,79.88,10,15.39,2,444,south,web,basic,sales,0,0
101147,115.27,13,19.34,2,453,northeast,android,pro,sales,1,0
101148,104.96,9,22.65,0,1492,northeast,ios,basic,organic,0,0
101149,97.92,14,15.25,1,1129,midwest,android,basic,paid,0,0
101150,112.66,15,19.3,5,92,midwest,android,basic,organic,0,0
101151,92.82,9,7.95,1,1225,midwest,android,basic,paid,0,0
101152,112.13,12,13.82,1,571,northeast,android,pro,paid,1,0
101153,115.11,12,12.32,1,515,west,ios,basic,organic,0,0
101154,93.86,6,15.71,1,780,west,ios,basic,partner,0,0
101155,80.07,9,22.06,1,829,west,android,business,partner,1,0
101156,143.09,20,15.25,2,1608,midwest,ios,basic,organic,0,0
101157,70.8,20,9.31,1,801,northeast,android,pro,organic,1,0
101158,102.09,13,7.68,1,555,west,web,pro,paid,1,0
101159,102.9,10,22.23,3,1399,midwest,web,basic,partner,0,0
101160,66.06,10,16.57,1,990,south,android,basic,partner,0,0
101161,58.92,14,16.24,3,31,south,android,basic,organic,0,0
101162,75.26,11,12.28,1,1148,south,web,basic,partner,0,0
101163,70.28,8,15.34,2,916,northeast,web,basic,partner,0,0
101164,35.51,9,9.07,0,1047,midwest,ios,pro,organic,1,0
101165,64.55,8,15.94,0,356,midwest,android,basic,organic,0,0
101166,97.58,10,8.13,0,876,midwest,ios,basic,organic,0,0
101167,133.57,8,12.2,2,1174,south,ios,pro,partner,1,0
101168,107.96,12,10.79,1,1228,northeast,ios,basic,organic,0,0
101169,5.0,11,1.0,4,1234,,android,pro,paid,1,0
101170,111.09,7,12.27,0,1795,south,android,basic,organic,0,0
101171,67.91,14,9.51,2,916,south,web,pro,paid,1,0
101172,104.31,16,12.95,1,790,northeast,android,pro,organic,1,0
101173,87.49,15,14.01,0,989,west,android,basic,partner,0,0
101174,81.06,10,22.84,1,612,midwest,ios,pro,sales,1,0
101175,84.32,16,15.52,3,587,south,ios,basic,partner,0,0
101176,87.19,16,15.67,2,1251,northeast,ios,basic,paid,0,0
101177,136.4,10,16.48,1,584,south,web,basic,organic,0,0
101178,87.29,8,18.36,1,1355,northeast,ios,basic,organic,0,0
101179,127.08,6,16.27,0,1348,west,android,business,organic,1,0
101180,121.84,18,15.41,2,1717,south,ios,basic,sales,0,0
101181,112.01,8,17.56,0,263,midwest,android,basic,paid,0,0
101182,23.68,13,1.87,0,673,west,web,business,organic,1,0
101183,128.2,6,24.45,1,1395,midwest,web,basic,paid,0,0
101184,71.52,6,21.95,1,789,midwest,ios,pro,organic,1,0
101185,113.77,14,15.09,3,1189,midwest,web,basic,paid,0,0
101186,52.99,16,,2,1331,,ios,business,organic,1,0
101187,45.34,19,20.05,0,1595,northeast,web,basic,paid,0,0
101188,159.15,12,10.53,0,430,west,ios,pro,sales,1,0
101189,53.55,5,16.67,2,490,west,android,pro,paid,1,0
101190,129.26,8,7.59,0,863,midwest,android,business,partner,1,0
101191,92.26,8,25.13,3,925,west,web,business,organic,1,0
101192,72.88,12,6.79,4,1631,west,web,pro,paid,1,0
101193,86.39,14,14.34,2,99,south,ios,basic,,0,0
101194,41.16,13,3.39,1,464,northeast,web,basic,organic,0,0
101195,87.5,18,13.79,2,1645,west,ios,business,sales,1,0
101196,49.02,18,11.87,0,1117,south,ios,pro,paid,1,0
101197,73.76,7,19.69,1,1225,south,ios,business,partner,1,0
101198,121.31,10,11.87,1,471,midwest,ios,pro,organic,1,0
101199,97.15,15,19.69,2,1132,west,ios,basic,paid,0,0
101200,34.64,8,8.88,2,684,midwest,android,basic,organic,0,0
101201,118.65,10,12.59,0,1326,west,ios,basic,organic,0,0
101202,87.74,10,12.69,1,190,northeast,android,pro,organic,1,0
101203,68.48,15,16.48,1,533,west,ios,basic,organic,0,0
101204,114.88,14,15.84,0,1170,west,android,basic,partner,0,0
101205,81.98,14,17.61,1,1098,midwest,ios,pro,organic,1,0
101206,46.04,11,15.33,2,1517,west,ios,basic,organic,0,0
101207,154.52,12,17.31,0,1447,northeast,android,basic,organic,0,0
101208,87.38,8,9.51,1,55,west,web,basic,paid,0,0
101209,85.07,20,15.94,1,189,south,web,basic,sales,0,0
101210,73.42,10,22.04,0,657,midwest,android,basic,sales,0,0
101211,130.48,17,5.6,0,1727,midwest,web,pro,partner,1,0
101212,414.59999999999997,18,16.45,0,874,west,android,pro,organic,1,0
101213,32.38,7,17.38,1,1608,,web,pro,paid,1,0
101214,63.57,10,21.31,1,134,midwest,ios,business,organic,1,0
101215,814.56,17,17.63,2,1734,,ios,basic,organic,0,0
101216,117.96,9,14.5,1,138,midwest,ios,basic,organic,0,0
101217,472.91999999999996,7,16.15,1,1460,south,web,basic,organic,0,0
101218,137.44,13,10.32,1,1582,south,ios,pro,organic,1,0
101219,689.58,6,12.06,2,550,south,ios,basic,partner,0,0
101220,78.4,6,7.32,0,562,west,android,business,organic,1,0
101221,82.03,10,21.44,2,1059,midwest,web,pro,organic,1,0
101222,99.86,20,16.25,1,1308,northeast,android,pro,partner,1,0
101223,58.05,13,9.42,0,242,south,android,basic,partner,0,0
101224,88.16,12,15.36,2,449,midwest,ios,pro,paid,1,0
101225,99.11,10,19.8,3,1364,west,web,basic,organic,0,0
101226,27.27,14,18.96,1,1459,midwest,ios,basic,paid,0,0
101227,81.18,9,9.36,5,301,west,ios,pro,partner,1,0
101228,77.09,8,1.0,2,1604,west,android,basic,sales,0,0
101229,125.01,13,15.98,0,1564,midwest,ios,business,organic,1,0
101230,21.6,6,,2,1566,,android,pro,sales,1,0
101231,74.27,10,17.11,3,455,south,android,pro,organic,1,0
101232,70.66,13,18.75,1,1214,northeast,ios,basic,partner,0,0
101233,122.56,15,19.57,0,313,south,ios,basic,partner,0,0
101234,86.43,12,22.72,0,377,west,ios,basic,organic,0,0
101235,152.66,19,20.18,0,155,south,ios,pro,organic,1,0
101236,111.84,14,22.75,0,902,midwest,web,basic,paid,0,0
101237,73.23,5,20.9,1,1289,south,android,business,sales,1,0
101238,96.63,13,21.33,0,381,midwest,ios,business,sales,1,0
101239,75.25,18,13.8,3,359,midwest,ios,basic,paid,0,0
101240,118.94,12,7.55,0,520,south,web,pro,organic,1,0
101241,40.04,10,26.41,3,379,midwest,web,basic,sales,0,0
101242,58.35,15,14.31,1,1504,south,web,basic,paid,0,0
101243,104.4,6,20.14,2,330,south,ios,basic,organic,0,0
101244,132.13,14,11.25,0,522,midwest,android,pro,organic,1,0
101245,8.73,13,18.82,0,571,west,ios,business,paid,1,0
101246,137.48,11,1.78,0,388,south,android,basic,organic,0,0
101247,82.96,12,11.95,2,1695,south,android,basic,organic,0,0
101248,20.18,19,13.51,1,401,northeast,android,basic,organic,0,0
101249,5.0,11,16.31,2,891,west,ios,basic,paid,0,0
101250,32.94,12,19.36,4,1032,northeast,android,basic,sales,0,0
101251,87.29,10,8.53,1,491,west,ios,pro,organic,1,0
101252,85.63,10,17.3,1,864,midwest,web,business,organic,1,0
101253,110.8,8,20.13,0,331,south,ios,basic,organic,0,0
101254,68.22,12,25.73,0,884,midwest,android,business,partner,1,0
101255,48.11,15,17.53,2,63,midwest,ios,pro,paid,1,0
101256,73.13,15,11.7,1,807,midwest,android,pro,organic,1,0
101257,89.21,12,7.64,1,676,northeast,android,pro,partner,1,0
101258,96.31,13,23.15,0,650,northeast,android,basic,partner,0,0
101259,59.59,14,17.69,3,224,northeast,ios,basic,paid,0,0
101260,120.45,10,13.89,1,1797,west,ios,basic,sales,0,0
101261,65.63,13,5.9,2,77,west,ios,pro,organic,1,0
101262,56.69,10,9.34,1,288,northeast,android,basic,partner,0,0
101263,68.47,14,17.16,1,212,west,ios,basic,sales,0,0
101264,126.69,7,15.77,2,1760,west,ios,basic,sales,0,0
101265,83.22,17,4.27,0,593,midwest,ios,basic,organic,0,0
101266,63.0,16,17.16,1,792,south,ios,basic,organic,0,0
101267,121.34,12,6.16,2,1359,south,ios,basic,organic,0,0
101268,165.14,10,20.77,1,119,west,android,business,organic,1,0
101269,95.55,18,15.04,0,148,midwest,ios,pro,organic,1,0
101270,132.42,9,11.68,0,353,,web,basic,organic,0,0
101271,125.3,11,18.95,3,1231,south,android,pro,organic,1,0
101272,66.2,23,15.77,4,1761,midwest,android,pro,organic,1,0
101273,88.96,6,20.62,5,1128,west,web,basic,paid,0,0
101274,41.83,14,14.4,3,1573,northeast,android,pro,sales,1,0
101275,80.62,12,14.69,0,1591,south,android,basic,organic,0,0
101276,65.46,12,12.57,1,519,south,ios,basic,partner,0,0
101277,73.5,12,15.31,4,355,south,android,pro,sales,1,0
101278,61.0,14,22.49,0,313,northeast,ios,basic,organic,0,0
101279,77.66,12,11.49,5,1435,west,android,basic,sales,0,0
101280,107.16,10,17.24,2,1214,west,ios,basic,organic,0,0
101281,83.7,13,9.6,0,1560,west,android,basic,sales,0,0
101282,20.88,16,3.67,0,927,northeast,android,basic,organic,0,0
101283,61.14,14,15.04,0,1758,midwest,ios,pro,sales,1,0
101284,33.3,8,15.85,1,1612,midwest,ios,basic,organic,0,0
